//Amb_Props - ambient lights for animated props
//Amb_World - ambient light for the world
//Amb_Peds - ambient light for cars, peds and dynamic objects 
//Sun RGB - Sun RGBectional light used for cars and peds (RGB)
//Back - Back lighting opposite to Sun RGB light and also used for cars and peds (RGB)
//BackInt - Back lighting intensity modifier
//SKYTOP - colour of the sky gradient at top (RGB)
//Sky bot - colour of the sky gradient at bottom (RGB)
//Sun RGBcore - colour of the centre of the Sun RGB (RGB)
//Sun RGBcorona - colour of the glow around the Sun RGB (RGB)
//Sun RGBsz - size of the Sun RGB
//Sprsz - multiplier for the size of sprites
//Sprbrght - brightness of sprites
//Shdw - alpha of cast shadows (don’t think its used anymore)
//Lightshd - alpha for cast light (traffic lights or lampposts)
//Poleshd - alpha for the shadow of poles (lampposts)
//Farclip - fairly obvious sets far clip plane for the game
//Fogst - distance the fog starts from the camera (can be negative)
//Lightonground - don’t know!!
//lowcloudsRGB - colour of the long thin clouds (RGB)
//TopCloudRGB - colour of the top of the big clouds (RGB)
//BottomCloudRGB - colour of the bottom of the big clouds (RGB)
//BLURRGB - the colour of the overlay used when the game has motion blur on RGBA but in vc the drawmode for the overlay was additive and the alpha has no effect. High nubers mean very very blurry
//waterRGBA - used to colour dynamic water and set transparency.
//GlowThresh - Threshold for the Glow effect
//GlowStrength - Well, duh
//CloudSpeed - how fast the sky dome rotates
//CloudTopRGB- cpv for the sky dome top layer
//CloudBotRGB- cpv for the sky dome bottom layer
//ColFilterMode - full-screen color filter mode: 0-disable, 1-modulate, 2-add
//ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange - color to use
// AmbLRange - Ambient value lower range
// AmbHRange - Ambient value higher range
// SunLRange - Sun light lower range
// SunHRange - Sun light higher range
// BackLRange - Back light lower range
// BackHRange - Back light higher range



////////////////////////////////////// EXTRACOLOURS 1
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// School Hallways
27 27 27		192 192 192		70 70 70		96 96 96		52 54 56		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			150		-8.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		210 217 134 66	0.25	1.0	0.5	1.0	0.5	1.0

// Cafeteria
72 72 72		192 192 192		70 70 70		60 60 60		88 88 88		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			125		-8.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		255 241 228 190	0.5	1.0	0.5	1.0	0.5	1.0

// Chemistry
72 72 72		192 192 192		40 40 40		60 60 60		54 54 54		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		220 255 255 180	0.5	1.0	0.5	1.0	0.5	1.0

// Principals Office
69 69 69		192 192 192		100 100 100		92 92 92		74 67 62		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			125		-8.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		2		215 163 138 20	0.6	0.75	0.5	1.0	0.5	1.0

// Biology
72 72 72		219 219 219		64 64 64		78 86 79		73 73 73		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		255 238 222 170	0.5	1.0	0.5	1.0	0.5	1.0

// Infirmary
72 72 72		255 255 255		44 44 44		70 77 73		79 87 85		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			120		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		209 255 245 200	0.5	1.0	0.5	1.0	0.5	1.0

// Janitors Room
21 21 21		192 192 192		70 70 70		88 88 88		72 72 72		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			175		-20	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		204 255 255 152	0.5	1.0	0.5	1.0	0.5	1.0

// Library
175 175 175		192 192 192		100 100 100		72 72 72		43 46 49		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			120		40			0			125		-8.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		1		225 255 221 0	0.65	0.5	0.5	0.75	0.5	0.75

// Boys Bathroom
72 72 72		192 192 192		64 64 64		42 42 42		28 32 34		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		0		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// Girls Bathroom
72 72 72		192 192 192		60 60 60		41 41 41		29 33 35		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		0		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// Wrestling Gym
72 72 72		192 192 192		90 90 90		62 62 62		66 74 79		0.25		123 114 113		95 103 112		5 0 0			5 0 0			1		1.0		100			110		40			0			350		-50.0	0.50				120 100 100		63 65 68		75 65 63			56 38 0				52 58 53 200		0		0		0		0 0 0		0 0 0		0		255 255 255 255	0.5	1.0	0.5	1.0	0.5	1.0

// Pool and Gym
