//Amb_Props - ambient lights for animated props
//Amb_World - ambient light for the world
//Amb_Peds - ambient light for cars, peds and dynamic objects 
//Sun RGB - Sun RGBectional light used for cars and peds (RGB)
//Back - Back lighting opposite to Sun RGB light and also used for cars and peds (RGB)
//BackInt - Back lighting intensity modifier
//SKYTOP - colour of the sky gradient at top (RGB)
//Sky bot - colour of the sky gradient at bottom (RGB)
//Sun RGBcore - colour of the centre of the Sun RGB (RGB)
//Sun RGBcorona - colour of the glow around the Sun RGB (RGB)
//Sun RGBsz - size of the Sun RGB
//Sprsz - multiplier for the size of sprites
//Sprbrght - brightness of sprites
//Shdw - alpha of cast shadows (don’t think its used anymore)
//Lightshd - alpha for cast light (traffic lights or lampposts)
//Poleshd - alpha for the shadow of poles (lampposts)
//Farclip - fairly obvious sets far clip plane for the game
//Fogst - distance the fog starts from the camera (can be negative)
//Lightonground - don’t know!!
//lowcloudsRGB - colour of the long thin clouds (RGB)
//TopCloudRGB - colour of the top of the big clouds (RGB)
//BottomCloudRGB - colour of the bottom of the big clouds (RGB)
//BLURRGB - the colour of the overlay used when the game has motion blur on RGBA but in vc the drawmode for the overlay was additive and the alpha has no effect. High nubers mean very very blurry
//waterRGBA - used to colour dynamic water and set transparency.
//GlowThresh - Threshold for the Glow effect
//GlowStrength - Well, duh
//CloudSpeed - how fast the sky dome rotates
//CloudTopRGB- cpv for the sky dome top layer
//CloudBotRGB- cpv for the sky dome bottom layer
//ColFilterMode - full-screen color filter mode: 0-disable, 1-modulate, 2-add
//ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange - color to use
// AmbLRange - Ambient value lower range
// AmbHRange - Ambient value higher range
// SunLRange - Sun light lower range
// SunHRange - Sun light higher range
// BackLRange - Back light lower range
// BackHRange - Back light higher range



////////////////////////////////////// Sunny
// Amb_Props			Amb_World			Amb_Peds		Sun RGB		BackRGB		BackInt				Sky top			Sky bot			Sun RGBCore			Sun RGBCorona		Sun RGBSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt	LightOnGround	LowCloudsRGB	TopCloudRGB		BottomCloudRGB		BlurRGB				WaterRGBA		GlowThresh		GlowStrength		CloudSpeed		CloudTopRGB		CloudBotRGB		ColFilterMode	ColFilterRGBA	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange	AmbLRange	AmbHRange	SunLRange	SunHRange	BackLRange	BackHRange

// Midnight
255 255 255		200 200 200		83 87 84		46 46 44		61 65 62		0.1		10 10 10		32 44 49		3 0 0			5 0 0			2	0.50	100	200	200		0		300		-100.0	1.0				21 21 21			30 30 30		21 21 21				255 255 255			17 18 16 200		0		0		-0.1		5 5 5		4 5 6		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 1AM
255 255 255		200 200 200		83 87 84		46 46 44		61 65 62		0.1		10 10 10		32 44 49		3 0 0			5 0 0			2	0.50	100	200	200		0		300		-100.0	1.0				21 21 21			30 30 30			21 21 21			255 255 255			17 18 16 200		0		0		-0.1		5 5 5		4 5 6		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 2AM
255 255 255		200 200 200		83 87 84		46 46 44		61 65 62		0.1		10 10 10		32 44 49		3 0 0			5 0 0			2	0.50	100	200	200		0		300		-100.0	1.0				21 21 21			30 30 30			21 21 21			255 255 255			22 23 21 200		0		0		-0.1		6 7 9		4 5 6		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 3AM
255 255 255		200 200 200		83 87 84		46 46 44		61 65 62		0.1		10 10 10		32 44 49		3 0 0			5 0 0			2	0.50	100	200	200		0		300		-100.0	1.0				21 21 21			30 30 30			21 21 21			255 255 255			27 29 26 200		0		0		-0.1		6 7 9		4 5 6		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 4AM
255 255 255		200 200 200		83 87 84		46 46 44		70 74 71		0.1		10 10 10		32 44 49		3 0 0			5 0 0		1	0.50	100	200	200		0			300		-100.0	1.0				21 21 21			30 30 30			21 21 21				255 255 255			32 35 31 200		0		0		-0.1		18 22 24		6 9 11		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 5AM
255 255 255		200 173 153		83 88 94		46 46 44		186 182 154		0.1		27 29 35		32 44 49		3 0 0			5 0 0		1	0	100	150	200		0			300		-10	1.0				65 65 65		30 30 30			77 77 77			255 255 255			37 40 37 200		0		0		-0.1		42 42 42		77 60 75		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 6AM
255 255 255		200 173 153		83 88 94		51 51 49		145 143 124		0.15		40 48 60		55 55 44		3 0 0			0 0 0		0	0	100	140	100		0			300		-10	1.0			145 102 89		103 98 80		156 156 205			255 255 255			42 46 42 200		0		0		-0.2		85 85 85		88 86 71		1		248 253 252 255	0.75	0.5	0.5	1.0	0.5	1.0

// 7AM
100 100 100		200 173 153		83 88 94		104 109 132		186 182 154		0.1		74 81 111		163 129 122		242 241 204		0 0 0		0	0	100	100	50		0				300		-10	1.0				145 102 89		103 98 80		169 169 211			255 255 255			47 52 47 200		0		0		-0.2		130 130 130		175 165 134		1		248 253 252 255	0.75	1.0	0.5	1.0	0.5	1.0

// 8AM
